time, lat, lon, pm2.5
010/05/20T18:28:53,51.529877,-0.098354,2.58
010/05/20T18:29:02,51.529801,-0.098155,2.35
010/05/20T18:29:11,51.529732,-0.097954,2.27
010/05/20T18:29:20,51.529689,-0.097738,2.27
010/05/20T18:29:28,51.529635,-0.097537,2.36
010/05/20T18:29:37,51.529593,-0.097324,2.36
010/05/20T18:29:45,51.529556,-0.097113,2.41
010/05/20T18:29:54,51.529521,-0.096902,2.41
010/05/20T18:30:06,51.529450,-0.096654,2.17
010/05/20T18:30:18,51.529384,-0.096459,2.27
010/05/20T18:30:24,51.529327,-0.096248,2.27
010/05/20T18:30:32,51.529272,-0.096043,2.21
010/05/20T18:30:39,51.529213,-0.095841,2.21
010/05/20T18:30:48,51.529161,-0.095624,1.96
010/05/20T18:30:58,51.529111,-0.095412,2.21
010/05/20T18:31:06,51.529077,-0.095198,2.21
010/05/20T18:31:15,51.529029,-0.094992,2.4
010/05/20T18:31:25,51.528981,-0.094758,2.37
010/05/20T18:31:34,51.528959,-0.094534,2.37
010/05/20T18:31:39,51.528956,-0.094455,2.37
010/05/20T18:31:49,51.528934,-0.094150,2.59
010/05/20T18:31:59,51.528920,-0.093932,1.94
010/05/20T18:32:06,51.528864,-0.093790,1.94
010/05/20T18:32:19,51.528788,-0.093559,2.36
010/05/20T18:32:40,51.528680,-0.093214,2.39
010/05/20T18:32:48,51.528609,-0.093016,2.39
010/05/20T18:32:51,51.528553,-0.092894,2.39
010/05/20T18:32:56,51.528471,-0.092716,2.31
010/05/20T18:33:06,51.528389,-0.092509,2.31
010/05/20T18:33:16,51.528328,-0.092295,1.67
010/05/20T18:33:20,51.528325,-0.092196,1.67
010/05/20T18:33:30,51.528314,-0.091956,2.33
010/05/20T18:33:42,51.528311,-0.091707,2.18
010/05/20T18:33:59,51.528301,-0.091448,2.15
010/05/20T18:34:05,51.528296,-0.091211,2.15
010/05/20T18:34:14,51.528266,-0.090993,2.35
010/05/20T18:34:20,51.528218,-0.090720,2.35
010/05/20T18:34:26,51.528198,-0.090425,2.15
010/05/20T18:34:30,51.528196,-0.090401,2.15
010/05/20T18:34:38,51.528162,-0.090079,2.15
010/05/20T18:34:39,51.528162,-0.090079,2.15
010/05/20T18:34:54,51.528088,-0.089825,2.22
010/05/20T18:34:56,51.528073,-0.089789,2.15
010/05/20T18:35:09,51.527963,-0.089499,2.15
010/05/20T18:35:15,51.527888,-0.089395,2.05
010/05/20T18:35:42,51.527726,-0.088999,1.95
010/05/20T18:35:54,51.527673,-0.088846,1.95
010/05/20T18:36:42,51.527935,-0.088743,2.24
010/05/20T18:36:51,51.528100,-0.088699,2.24
010/05/20T18:37:01,51.528254,-0.088667,2.27
010/05/20T18:37:06,51.528308,-0.088670,2.27
010/05/20T18:37:16,51.528501,-0.088650,2.39
010/05/20T18:37:28,51.528753,-0.088536,2.16
010/05/20T18:37:32,51.528769,-0.088522,2.16
010/05/20T18:37:40,51.528924,-0.088336,2.15
010/05/20T18:38:07,51.529074,-0.087965,2.03
010/05/20T18:38:23,51.529191,-0.087662,2.34
010/05/20T18:38:25,51.529185,-0.087624,2.2
010/05/20T18:38:37,51.529110,-0.087438,2.2
010/05/20T18:38:47,51.529251,-0.087365,2.56
010/05/20T18:38:52,51.529381,-0.087258,2.56
010/05/20T18:38:59,51.529513,-0.087097,2.09
010/05/20T18:39:00,51.529513,-0.087097,2.09
010/05/20T18:39:11,51.529636,-0.086968,2.05
010/05/20T18:39:49,51.529854,-0.086704,1.98
010/05/20T18:40:01,51.530020,-0.086534,2.29
010/05/20T18:40:19,51.530387,-0.086329,2.41
010/05/20T18:40:30,51.530619,-0.086337,1.85
010/05/20T18:40:36,51.530735,-0.086322,1.85
010/05/20T18:40:43,51.530897,-0.086311,1.94
010/05/20T18:40:52,51.531071,-0.086217,1.94
010/05/20T18:40:54,51.531081,-0.086210,1.94
010/05/20T18:41:06,51.531226,-0.086162,2
010/05/20T18:41:14,51.531364,-0.086220,2.36
010/05/20T18:41:22,51.531500,-0.086286,2.36
010/05/20T18:41:22,51.531507,-0.086293,2.36
010/05/20T18:41:32,51.531631,-0.086413,2.5
010/05/20T18:41:40,51.531756,-0.086525,2.09
010/05/20T18:41:44,51.531812,-0.086573,2.09
010/05/20T18:41:55,51.531935,-0.086673,2.18
010/05/20T18:42:04,51.532062,-0.086753,2.18
010/05/20T18:42:14,51.532224,-0.086851,2.31
010/05/20T18:42:28,51.532438,-0.086953,2.08
010/05/20T18:42:39,51.532573,-0.087055,2.08
010/05/20T18:42:43,51.532668,-0.087144,1.91
010/05/20T18:42:49,51.532805,-0.087197,1.91
010/05/20T18:42:56,51.532938,-0.087112,2.36
010/05/20T18:43:06,51.533093,-0.086901,2.36
010/05/20T18:43:08,51.533110,-0.086861,2.36
010/05/20T18:43:20,51.533195,-0.086528,1.97
010/05/20T18:43:22,51.533204,-0.086505,1.97
010/05/20T18:43:34,51.533149,-0.086275,2.33
010/05/20T18:43:43,51.533128,-0.086044,2.23
010/05/20T18:43:54,51.533128,-0.085789,2.23
010/05/20T18:44:04,51.533145,-0.085544,2.18
010/05/20T18:44:17,51.533147,-0.085242,2.62
010/05/20T18:44:29,51.533153,-0.085022,2.34
010/05/20T18:44:33,51.533156,-0.084917,2.34
010/05/20T18:44:42,51.533159,-0.084561,2.05
010/05/20T18:44:55,51.533150,-0.084203,2.37
010/05/20T18:45:04,51.533138,-0.083949,2.37
010/05/20T18:45:14,51.533132,-0.083700,2.76
010/05/20T18:45:22,51.533130,-0.083464,2.76
010/05/20T18:45:30,51.533155,-0.083237,1.97
010/05/20T18:45:33,51.533161,-0.083145,1.97
010/05/20T18:45:53,51.533261,-0.082938,2.05
010/05/20T18:46:13,51.533468,-0.082957,2.09
010/05/20T18:46:20,51.533608,-0.082951,2.09
010/05/20T18:46:22,51.533637,-0.082951,2.09
010/05/20T18:46:28,51.533775,-0.082928,1.9
010/05/20T18:46:35,51.533923,-0.082883,1.9
010/05/20T18:46:44,51.534077,-0.082858,2.56
010/05/20T18:46:45,51.534101,-0.082854,2.56
010/05/20T18:46:59,51.534300,-0.082809,2.45
010/05/20T18:47:08,51.534436,-0.082802,2.45
010/05/20T18:47:20,51.534599,-0.082848,2.22
010/05/20T18:47:21,51.534599,-0.082848,2.22
010/05/20T18:47:31,51.534750,-0.082857,2.08
010/05/20T18:47:47,51.534963,-0.082689,2.12
010/05/20T18:48:06,51.535030,-0.082410,2.18
