time, lat, lon, pm1.0
010/05/20T18:21:25,51.532037,-0.106638,.79
010/05/20T18:21:26,51.532038,-0.106624,.79
010/05/20T18:21:54,51.531988,-0.106304,.83
010/05/20T18:22:00,51.531986,-0.106298,.69
010/05/20T18:22:20,51.531913,-0.106106,.69
010/05/20T18:22:21,51.531909,-0.106096,.69
010/05/20T18:22:55,51.531879,-0.105869,.72
010/05/20T18:23:00,51.531849,-0.105830,.72
010/05/20T18:23:07,51.531740,-0.105652,.72
010/05/20T18:23:14,51.531646,-0.105477,.65
010/05/20T18:23:16,51.531646,-0.105477,.65
010/05/20T18:23:23,51.531524,-0.105274,.65
010/05/20T18:23:37,51.531452,-0.104940,.73
010/05/20T18:23:40,51.531447,-0.104710,.59
010/05/20T18:23:48,51.531407,-0.104502,.59
010/05/20T18:24:02,51.531369,-0.104197,.75
010/05/20T18:24:13,51.531318,-0.103931,.77
010/05/20T18:24:27,51.531223,-0.103560,.65
010/05/20T18:24:38,51.531211,-0.103337,.65
010/05/20T18:24:43,51.531207,-0.103266,.64
010/05/20T18:24:49,51.531165,-0.103043,.64
010/05/20T18:25:04,51.531086,-0.102763,.71
010/05/20T18:25:15,51.531036,-0.102516,.67
010/05/20T18:25:25,51.530983,-0.102245,.72
010/05/20T18:25:26,51.530971,-0.102200,.72
010/05/20T18:25:32,51.530883,-0.102022,.72
010/05/20T18:26:01,51.530779,-0.101875,.58
010/05/20T18:26:34,51.530724,-0.101638,.65
010/05/20T18:26:42,51.530711,-0.101457,.7
010/05/20T18:26:52,51.530697,-0.101232,.7
010/05/20T18:27:04,51.530650,-0.100942,.72
010/05/20T18:27:15,51.530582,-0.100805,.76
010/05/20T18:27:23,51.530526,-0.100600,.76
010/05/20T18:27:31,51.530466,-0.100316,.7
010/05/20T18:27:38,51.530413,-0.100066,.7
010/05/20T18:27:48,51.530339,-0.099870,.67
010/05/20T18:27:58,51.530275,-0.099661,.76
010/05/20T18:28:08,51.530203,-0.099440,.76
010/05/20T18:28:18,51.530167,-0.099188,.72
010/05/20T18:28:29,51.530124,-0.098967,.67
010/05/20T18:28:36,51.530067,-0.098747,.67
010/05/20T18:28:45,51.529982,-0.098550,.72
010/05/20T18:28:53,51.529877,-0.098354,.72
010/05/20T18:29:02,51.529801,-0.098155,.66
010/05/20T18:29:11,51.529732,-0.097954,.63
010/05/20T18:29:20,51.529689,-0.097738,.63
010/05/20T18:29:28,51.529635,-0.097537,.67
010/05/20T18:29:37,51.529593,-0.097324,.67
010/05/20T18:29:45,51.529556,-0.097113,.67
010/05/20T18:29:54,51.529521,-0.096902,.67
010/05/20T18:30:06,51.529450,-0.096654,.67
010/05/20T18:30:18,51.529384,-0.096459,.73
010/05/20T18:30:24,51.529327,-0.096248,.73
010/05/20T18:30:32,51.529272,-0.096043,.65
010/05/20T18:30:39,51.529213,-0.095841,.65
010/05/20T18:30:48,51.529161,-0.095624,.64
010/05/20T18:30:58,51.529111,-0.095412,.66
010/05/20T18:31:06,51.529077,-0.095198,.66
010/05/20T18:31:15,51.529029,-0.094992,.66
010/05/20T18:31:25,51.528981,-0.094758,.69
010/05/20T18:31:34,51.528959,-0.094534,.69
010/05/20T18:31:39,51.528956,-0.094455,.69
010/05/20T18:31:49,51.528934,-0.094150,.75
010/05/20T18:31:59,51.528920,-0.093932,.69
010/05/20T18:32:06,51.528864,-0.093790,.69
010/05/20T18:32:19,51.528788,-0.093559,.74
010/05/20T18:32:40,51.528680,-0.093214,.73
010/05/20T18:32:48,51.528609,-0.093016,.73
010/05/20T18:32:51,51.528553,-0.092894,.73
010/05/20T18:32:56,51.528471,-0.092716,.68
010/05/20T18:33:06,51.528389,-0.092509,.68
010/05/20T18:33:16,51.528328,-0.092295,.66
010/05/20T18:33:20,51.528325,-0.092196,.66
010/05/20T18:33:30,51.528314,-0.091956,.67
010/05/20T18:33:42,51.528311,-0.091707,.61
010/05/20T18:33:59,51.528301,-0.091448,.67
010/05/20T18:34:05,51.528296,-0.091211,.67
010/05/20T18:34:14,51.528266,-0.090993,.75
010/05/20T18:34:20,51.528218,-0.090720,.75
010/05/20T18:34:26,51.528198,-0.090425,.63
010/05/20T18:34:30,51.528196,-0.090401,.63
010/05/20T18:34:38,51.528162,-0.090079,.63
010/05/20T18:34:39,51.528162,-0.090079,.63
010/05/20T18:34:54,51.528088,-0.089825,.7
010/05/20T18:34:56,51.528073,-0.089789,.65
010/05/20T18:35:09,51.527963,-0.089499,.65
010/05/20T18:35:15,51.527888,-0.089395,.61
010/05/20T18:35:42,51.527726,-0.088999,.65
010/05/20T18:35:54,51.527673,-0.088846,.65
010/05/20T18:36:42,51.527935,-0.088743,.65
010/05/20T18:36:51,51.528100,-0.088699,.65
010/05/20T18:37:01,51.528254,-0.088667,.72
010/05/20T18:37:06,51.528308,-0.088670,.72
010/05/20T18:37:16,51.528501,-0.088650,.7
010/05/20T18:37:28,51.528753,-0.088536,.66
010/05/20T18:37:32,51.528769,-0.088522,.66
010/05/20T18:37:40,51.528924,-0.088336,.7
010/05/20T18:38:07,51.529074,-0.087965,.7
010/05/20T18:38:23,51.529191,-0.087662,.65
010/05/20T18:38:25,51.529185,-0.087624,.7
010/05/20T18:38:37,51.529110,-0.087438,.7
010/05/20T18:38:47,51.529251,-0.087365,.61
010/05/20T18:38:52,51.529381,-0.087258,.61
010/05/20T18:38:59,51.529513,-0.087097,.65
010/05/20T18:39:00,51.529513,-0.087097,.65
010/05/20T18:39:11,51.529636,-0.086968,.68
010/05/20T18:39:49,51.529854,-0.086704,.58
010/05/20T18:40:01,51.530020,-0.086534,.68
010/05/20T18:40:19,51.530387,-0.086329,.7
010/05/20T18:40:30,51.530619,-0.086337,.58
010/05/20T18:40:36,51.530735,-0.086322,.58
010/05/20T18:40:43,51.530897,-0.086311,.67
010/05/20T18:40:52,51.531071,-0.086217,.67
010/05/20T18:40:54,51.531081,-0.086210,.67
010/05/20T18:41:06,51.531226,-0.086162,.72
010/05/20T18:41:14,51.531364,-0.086220,.59
010/05/20T18:41:22,51.531500,-0.086286,.59
010/05/20T18:41:22,51.531507,-0.086293,.59
010/05/20T18:41:32,51.531631,-0.086413,.68
010/05/20T18:41:40,51.531756,-0.086525,.7
010/05/20T18:41:44,51.531812,-0.086573,.7
010/05/20T18:41:55,51.531935,-0.086673,.62
010/05/20T18:42:04,51.532062,-0.086753,.62
010/05/20T18:42:14,51.532224,-0.086851,.58
010/05/20T18:42:28,51.532438,-0.086953,.62
010/05/20T18:42:39,51.532573,-0.087055,.62
010/05/20T18:42:43,51.532668,-0.087144,.67
010/05/20T18:42:49,51.532805,-0.087197,.67
010/05/20T18:42:56,51.532938,-0.087112,.66
010/05/20T18:43:06,51.533093,-0.086901,.66
010/05/20T18:43:08,51.533110,-0.086861,.66
010/05/20T18:43:20,51.533195,-0.086528,.69
010/05/20T18:43:22,51.533204,-0.086505,.69
010/05/20T18:43:34,51.533149,-0.086275,.61
010/05/20T18:43:43,51.533128,-0.086044,.67
010/05/20T18:43:54,51.533128,-0.085789,.67
010/05/20T18:44:04,51.533145,-0.085544,.6
010/05/20T18:44:17,51.533147,-0.085242,.71
010/05/20T18:44:29,51.533153,-0.085022,.69
010/05/20T18:44:33,51.533156,-0.084917,.69
010/05/20T18:44:42,51.533159,-0.084561,.67
010/05/20T18:44:55,51.533150,-0.084203,.71
010/05/20T18:45:04,51.533138,-0.083949,.71
010/05/20T18:45:14,51.533132,-0.083700,.76
010/05/20T18:45:22,51.533130,-0.083464,.76
010/05/20T18:45:30,51.533155,-0.083237,.59
010/05/20T18:45:33,51.533161,-0.083145,.59
010/05/20T18:45:53,51.533261,-0.082938,.7
010/05/20T18:46:13,51.533468,-0.082957,.64
010/05/20T18:46:20,51.533608,-0.082951,.64
010/05/20T18:46:22,51.533637,-0.082951,.64
010/05/20T18:46:28,51.533775,-0.082928,.64
010/05/20T18:46:35,51.533923,-0.082883,.64
010/05/20T18:46:44,51.534077,-0.082858,.67
010/05/20T18:46:45,51.534101,-0.082854,.67
010/05/20T18:46:59,51.534300,-0.082809,.73
010/05/20T18:47:08,51.534436,-0.082802,.73
010/05/20T18:47:20,51.534599,-0.082848,.75
010/05/20T18:47:21,51.534599,-0.082848,.75
010/05/20T18:47:31,51.534750,-0.082857,.6
010/05/20T18:47:47,51.534963,-0.082689,.54
010/05/20T18:48:06,51.535030,-0.082410,.69
