time, lat, lon, pm10
010/05/20T18:13:56,51.531183,-0.115832,12
010/05/20T18:14:05,51.531230,-0.115615,12
010/05/20T18:14:13,51.531276,-0.115360,14.2
010/05/20T18:14:24,51.531318,-0.115146,14.2
010/05/20T18:14:32,51.531350,-0.114936,8.5
010/05/20T18:14:43,51.531365,-0.114684,8.3
010/05/20T18:14:50,51.531404,-0.114467,8.3
010/05/20T18:14:59,51.531440,-0.114242,12.9
010/05/20T18:15:08,51.531467,-0.114028,12.9
010/05/20T18:15:21,51.531485,-0.113716,11.9
010/05/20T18:15:33,51.531475,-0.113483,8.5
010/05/20T18:15:45,51.531475,-0.113210,8.2
010/05/20T18:15:57,51.531504,-0.112995,15.4
010/05/20T18:16:02,51.531504,-0.112923,15.4
010/05/20T18:16:15,51.531529,-0.112637,16.7
010/05/20T18:16:23,51.531509,-0.112412,16.7
010/05/20T18:16:32,51.531478,-0.112193,13.1
010/05/20T18:16:42,51.531436,-0.111984,9.8
010/05/20T18:16:50,51.531455,-0.111833,9.8
010/05/20T18:17:00,51.531487,-0.111588,9.4
010/05/20T18:17:01,51.531490,-0.111572,9.4
010/05/20T18:17:23,51.531594,-0.111316,15.6
010/05/20T18:18:08,51.531710,-0.111194,11.8
010/05/20T18:18:10,51.531717,-0.111175,9.2
010/05/20T18:18:20,51.531740,-0.110957,9.2
010/05/20T18:18:31,51.531772,-0.110687,10.3
010/05/20T18:18:41,51.531785,-0.110467,10.5
010/05/20T18:18:55,51.531833,-0.110200,13.9
010/05/20T18:18:56,51.531835,-0.110186,13.9
010/05/20T18:19:11,51.531859,-0.109901,10.8
010/05/20T18:19:20,51.531876,-0.109634,10.8
010/05/20T18:19:27,51.531920,-0.109421,6.3
010/05/20T18:19:34,51.531935,-0.109288,6.3
010/05/20T18:19:50,51.531947,-0.108976,10.3
010/05/20T18:19:56,51.531951,-0.108806,12.6
010/05/20T18:20:07,51.531964,-0.108573,12.6
010/05/20T18:20:17,51.531966,-0.108317,13.5
010/05/20T18:20:27,51.531963,-0.108087,10.6
010/05/20T18:20:33,51.531962,-0.107859,10.6
010/05/20T18:20:40,51.531975,-0.107641,10.5
010/05/20T18:20:49,51.531988,-0.107411,10.5
010/05/20T18:21:06,51.532023,-0.107089,11.2
010/05/20T18:21:15,51.532033,-0.106872,12
010/05/20T18:21:25,51.532037,-0.106638,10.3
010/05/20T18:21:26,51.532038,-0.106624,10.3
010/05/20T18:21:54,51.531988,-0.106304,11.8
010/05/20T18:22:00,51.531986,-0.106298,10.6
010/05/20T18:22:20,51.531913,-0.106106,9.8
010/05/20T18:22:21,51.531909,-0.106096,9.8
010/05/20T18:22:55,51.531879,-0.105869,7.7
010/05/20T18:23:00,51.531849,-0.105830,7.7
010/05/20T18:23:07,51.531740,-0.105652,7.7
010/05/20T18:23:14,51.531646,-0.105477,11.6
010/05/20T18:23:16,51.531646,-0.105477,11.6
010/05/20T18:23:23,51.531524,-0.105274,11.6
010/05/20T18:23:37,51.531452,-0.104940,8
010/05/20T18:23:40,51.531447,-0.104710,9.4
010/05/20T18:23:48,51.531407,-0.104502,9.4
010/05/20T18:24:02,51.531369,-0.104197,9.4
010/05/20T18:24:13,51.531318,-0.103931,13.9
010/05/20T18:24:27,51.531223,-0.103560,11
010/05/20T18:24:38,51.531211,-0.103337,11
010/05/20T18:24:43,51.531207,-0.103266,5.9
010/05/20T18:24:49,51.531165,-0.103043,5.9
010/05/20T18:25:04,51.531086,-0.102763,9.7
010/05/20T18:25:15,51.531036,-0.102516,7
010/05/20T18:25:25,51.530983,-0.102245,9.7
010/05/20T18:25:26,51.530971,-0.102200,9.7
010/05/20T18:25:32,51.530883,-0.102022,9.7
010/05/20T18:26:01,51.530779,-0.101875,5.1
010/05/20T18:26:34,51.530724,-0.101638,10.1
010/05/20T18:26:42,51.530711,-0.101457,6.7
010/05/20T18:26:52,51.530697,-0.101232,6.7
010/05/20T18:27:04,51.530650,-0.100942,9.3
010/05/20T18:27:15,51.530582,-0.100805,11.3
010/05/20T18:27:23,51.530526,-0.100600,11.3
010/05/20T18:27:31,51.530466,-0.100316,10.7
010/05/20T18:27:38,51.530413,-0.100066,10.7
010/05/20T18:27:48,51.530339,-0.099870,9.9
010/05/20T18:27:58,51.530275,-0.099661,10.7
010/05/20T18:28:08,51.530203,-0.099440,10.7
010/05/20T18:28:18,51.530167,-0.099188,7.5
010/05/20T18:28:29,51.530124,-0.098967,16.4
010/05/20T18:28:36,51.530067,-0.098747,16.4
010/05/20T18:28:45,51.529982,-0.098550,8.3
010/05/20T18:28:53,51.529877,-0.098354,8.3
010/05/20T18:29:02,51.529801,-0.098155,5.4
010/05/20T18:29:11,51.529732,-0.097954,6.7
010/05/20T18:29:20,51.529689,-0.097738,6.7
010/05/20T18:29:28,51.529635,-0.097537,6.6
010/05/20T18:29:37,51.529593,-0.097324,6.6
010/05/20T18:29:45,51.529556,-0.097113,9.5
010/05/20T18:29:54,51.529521,-0.096902,9.5
010/05/20T18:30:06,51.529450,-0.096654,9
010/05/20T18:30:18,51.529384,-0.096459,9.6
010/05/20T18:30:24,51.529327,-0.096248,9.6
010/05/20T18:30:32,51.529272,-0.096043,7.4
010/05/20T18:30:39,51.529213,-0.095841,7.4
010/05/20T18:30:48,51.529161,-0.095624,9.1
010/05/20T18:30:58,51.529111,-0.095412,9.1
010/05/20T18:31:06,51.529077,-0.095198,9.1
010/05/20T18:31:15,51.529029,-0.094992,7.2
010/05/20T18:31:25,51.528981,-0.094758,8
010/05/20T18:31:34,51.528959,-0.094534,8
010/05/20T18:31:39,51.528956,-0.094455,8
010/05/20T18:31:49,51.528934,-0.094150,10.4
010/05/20T18:31:59,51.528920,-0.093932,6.2
010/05/20T18:32:06,51.528864,-0.093790,6.2
010/05/20T18:32:19,51.528788,-0.093559,9.1
010/05/20T18:32:40,51.528680,-0.093214,6.8
010/05/20T18:32:48,51.528609,-0.093016,6.8
010/05/20T18:32:51,51.528553,-0.092894,6.8
010/05/20T18:32:56,51.528471,-0.092716,5.4
010/05/20T18:33:06,51.528389,-0.092509,5.4
010/05/20T18:33:16,51.528328,-0.092295,7.1
010/05/20T18:33:20,51.528325,-0.092196,7.1
010/05/20T18:33:30,51.528314,-0.091956,10.4
010/05/20T18:33:42,51.528311,-0.091707,10.5
010/05/20T18:33:59,51.528301,-0.091448,4.8
010/05/20T18:34:05,51.528296,-0.091211,4.8
010/05/20T18:34:14,51.528266,-0.090993,7.7
010/05/20T18:34:20,51.528218,-0.090720,7.7
010/05/20T18:34:26,51.528198,-0.090425,11.6
010/05/20T18:34:30,51.528196,-0.090401,11.6
010/05/20T18:34:38,51.528162,-0.090079,11.6
010/05/20T18:34:39,51.528162,-0.090079,11.6
010/05/20T18:34:54,51.528088,-0.089825,7.1
010/05/20T18:34:56,51.528073,-0.089789,10.1
010/05/20T18:35:09,51.527963,-0.089499,10.1
010/05/20T18:35:15,51.527888,-0.089395,10
010/05/20T18:35:42,51.527726,-0.088999,8.8
010/05/20T18:35:54,51.527673,-0.088846,8.8
010/05/20T18:36:42,51.527935,-0.088743,7.6
010/05/20T18:36:51,51.528100,-0.088699,7.6
010/05/20T18:37:01,51.528254,-0.088667,11.2
010/05/20T18:37:06,51.528308,-0.088670,11.2
010/05/20T18:37:16,51.528501,-0.088650,7.4
010/05/20T18:37:28,51.528753,-0.088536,9.5
010/05/20T18:37:32,51.528769,-0.088522,9.5
010/05/20T18:37:40,51.528924,-0.088336,7.4
010/05/20T18:38:07,51.529074,-0.087965,9.8
010/05/20T18:38:23,51.529191,-0.087662,8.4
010/05/20T18:38:25,51.529185,-0.087624,10.6
010/05/20T18:38:37,51.529110,-0.087438,10.6
010/05/20T18:38:47,51.529251,-0.087365,12.3
010/05/20T18:38:52,51.529381,-0.087258,12.3
010/05/20T18:38:59,51.529513,-0.087097,8.9
010/05/20T18:39:00,51.529513,-0.087097,8.9
010/05/20T18:39:11,51.529636,-0.086968,5.7
010/05/20T18:39:49,51.529854,-0.086704,6.4
010/05/20T18:40:01,51.530020,-0.086534,9.6
010/05/20T18:40:19,51.530387,-0.086329,9.8
010/05/20T18:40:30,51.530619,-0.086337,12.7
010/05/20T18:40:36,51.530735,-0.086322,12.7
010/05/20T18:40:43,51.530897,-0.086311,9.4
010/05/20T18:40:52,51.531071,-0.086217,9.4
010/05/20T18:40:54,51.531081,-0.086210,9.4
010/05/20T18:41:06,51.531226,-0.086162,3.9
010/05/20T18:41:14,51.531364,-0.086220,10.9
010/05/20T18:41:22,51.531500,-0.086286,10.9
010/05/20T18:41:22,51.531507,-0.086293,10.9
010/05/20T18:41:32,51.531631,-0.086413,6
010/05/20T18:41:40,51.531756,-0.086525,5.9
010/05/20T18:41:44,51.531812,-0.086573,5.9
010/05/20T18:41:55,51.531935,-0.086673,5.2
010/05/20T18:42:04,51.532062,-0.086753,5.2
010/05/20T18:42:14,51.532224,-0.086851,10.3
010/05/20T18:42:28,51.532438,-0.086953,13.7
010/05/20T18:42:39,51.532573,-0.087055,13.7
010/05/20T18:42:43,51.532668,-0.087144,9.6
010/05/20T18:42:49,51.532805,-0.087197,9.6
010/05/20T18:42:56,51.532938,-0.087112,7.1
010/05/20T18:43:06,51.533093,-0.086901,7.1
010/05/20T18:43:08,51.533110,-0.086861,7.1
010/05/20T18:43:20,51.533195,-0.086528,7
010/05/20T18:43:22,51.533204,-0.086505,7
010/05/20T18:43:34,51.533149,-0.086275,13.1
010/05/20T18:43:43,51.533128,-0.086044,13.4
010/05/20T18:43:54,51.533128,-0.085789,13.4
010/05/20T18:44:04,51.533145,-0.085544,6.6
010/05/20T18:44:17,51.533147,-0.085242,6.8
010/05/20T18:44:29,51.533153,-0.085022,8.9
010/05/20T18:44:33,51.533156,-0.084917,8.9
010/05/20T18:44:42,51.533159,-0.084561,7
010/05/20T18:44:55,51.533150,-0.084203,7.8
010/05/20T18:45:04,51.533138,-0.083949,7.8
010/05/20T18:45:14,51.533132,-0.083700,12.6
010/05/20T18:45:22,51.533130,-0.083464,12.6
010/05/20T18:45:30,51.533155,-0.083237,4.3
010/05/20T18:45:33,51.533161,-0.083145,4.3
010/05/20T18:45:53,51.533261,-0.082938,9.8
010/05/20T18:46:13,51.533468,-0.082957,6.3
010/05/20T18:46:20,51.533608,-0.082951,6.3
010/05/20T18:46:22,51.533637,-0.082951,6.3
010/05/20T18:46:28,51.533775,-0.082928,7.8
010/05/20T18:46:35,51.533923,-0.082883,7.8
010/05/20T18:46:44,51.534077,-0.082858,7.3
010/05/20T18:46:45,51.534101,-0.082854,7.3
010/05/20T18:46:59,51.534300,-0.082809,8.9
010/05/20T18:47:08,51.534436,-0.082802,8.9
010/05/20T18:47:20,51.534599,-0.082848,12.3
010/05/20T18:47:21,51.534599,-0.082848,12.3
010/05/20T18:47:31,51.534750,-0.082857,6.7
010/05/20T18:47:47,51.534963,-0.082689,10.6
010/05/20T18:48:06,51.535030,-0.082410,9.9
