TimeStamp,time,TotalPM,PM10,PM2.5,PM1,particles_A,P,particles
12/05/2010,08:47:14,16.3,4.4,2.74,.61, , , 
12/05/2010,08:47:29,7.3,6.6,2.86,.64, , , 
12/05/2010,08:47:44,19.6,6,3.06,.65, , , 
12/05/2010,08:47:59,7.9,7.2,3.1,.69, , , 
12/05/2010,08:48:14,16,12.2,3.05,.71, , , 
12/05/2010,08:48:29,35.3,13.2,3.94,.91, , , 
12/05/2010,08:48:44,20.7,13.1,2.91,.82, , , 
12/05/2010,08:48:59,9.7,8.2,2.85,.69, , , 
12/05/2010,08:49:14,18.7,14.1,3.28,.58, , , 
12/05/2010,08:49:29,27.6,8.6,2.84,.53, , , 
12/05/2010,08:49:44,44.2,11.6,2.47,.6, , , 
12/05/2010,08:49:59,19,8.3,2.92,.58, , , 
12/05/2010,08:50:14,6.4,5.9,2.81,.57, , , 
12/05/2010,08:50:29,14.8,10.2,2.73,.59, , , 
12/05/2010,08:50:44,12.8,7.1,2.4,.58, , , 
12/05/2010,08:50:59,16.5,11.9,2.85,.68, , , 
12/05/2010,08:51:14,10.5,8.1,2.5,.65, , , 
12/05/2010,08:51:29,29.3,11.8,2.51,.63, , , 
12/05/2010,08:51:44,11.7,8.1,2.61,.63, , , 
12/05/2010,08:51:59,10.2,8.4,2.43,.61, , , 
12/05/2010,08:52:14,15.4,9.4,2.67,.69, , , 
12/05/2010,08:52:29,8.4,7,3.11,.77, , , 
12/05/2010,08:52:44,58.9,38,14.44,5.74, , , 
12/05/2010,08:52:59,35.4,17.2,4.18,.94, , , 
12/05/2010,08:53:14,13.3,10.7,3.91,.94, , , 
12/05/2010,08:53:29,14.6,9.6,2.93,.62, , , 
12/05/2010,08:53:44,8.1,7.3,3.23,.86, , , 
12/05/2010,08:53:59,6.4,5.9,3.08,.64, , , 
12/05/2010,08:54:14,6,5.3,2.34,.67, , , 
12/05/2010,08:54:29,13,9.3,2.83,.75, , , 
12/05/2010,08:54:44,7.8,6.8,2.75,.7, , , 
12/05/2010,08:54:59,11.1,9,3.05,.68, , , 
12/05/2010,08:55:14,27.1,12.4,3.45,.77, , , 
12/05/2010,08:55:29,85.7,18.1,4.19,.81, , , 
12/05/2010,08:55:44,13,11,4.52,1.03, , , 
12/05/2010,08:55:59,5.8,5.5,3,.64, , , 
12/05/2010,08:56:14,22.1,7.1,2.92,.79, , , 
12/05/2010,08:56:29,27.5,10.8,2.56,.53, , , 
12/05/2010,08:56:44,10.3,6.9,2.47,.48, , , 
12/05/2010,08:56:59,14.2,9.7,2.62,.6, , , 
12/05/2010,08:57:14,7.3,6.1,2.98,.68, , , 
12/05/2010,08:57:29,12.2,9.1,3.13,.6, , , 
12/05/2010,08:57:44,22,11.2,2.69,.58, , , 
12/05/2010,08:57:59,20.8,16.6,2.77,.56, , , 
12/05/2010,08:58:14,63.6,20,3.64,.82, , , 
12/05/2010,08:58:29,263.6,113.7,6.61,.98, , , 
12/05/2010,08:58:44,15.2,12.5,3.23,.61, , , 
12/05/2010,08:58:59,49.7,23.5,3.97,1.06, , , 
12/05/2010,08:59:14,62.3,19.7,4.02,.89, , , 
12/05/2010,08:59:29,75.6,16.6,3.41,.74, , , 
12/05/2010,08:59:44,15.7,12.4,2.72,.71, , , 
12/05/2010,08:59:59,117.1,25.8,3.24,.7, , , 
12/05/2010,09:00:14,65,25.7,3.06,.67, , , 
12/05/2010,09:00:29,34.9,20,3.69,1.06, , , 
12/05/2010,09:00:44,6.5,6.1,2.85,.69, , , 
12/05/2010,09:00:59,11.8,8.8,3.03,.66, , , 
12/05/2010,09:01:14,39.4,11.2,3.26,.69, , , 
12/05/2010,09:01:29,25.9,9.6,3.17,.79, , , 
12/05/2010,09:01:44,7.9,7.2,3.64,.81, , , 
12/05/2010,09:01:59,13.7,11.7,4.1,1.04, , , 
12/05/2010,09:02:14,35.6,15.5,3.79,.86, , , 
12/05/2010,09:02:29,16.4,11.8,2.72,.65, , , 
12/05/2010,09:02:44,38.5,12.6,3.59,.8, , , 
12/05/2010,09:02:59,22.7,8.3,3.03,.61, , , 
12/05/2010,09:03:14,21,17.2,5.47,1.88, , , 
12/05/2010,09:03:29,16.3,12.2,3,.73, , , 
12/05/2010,09:03:44,47.1,16.5,3.82,.87, , , 
12/05/2010,09:03:59,40.5,11.1,3.36,.8, , , 
12/05/2010,09:04:14,31.8,13.9,3.53,.93, , , 
12/05/2010,09:04:29,8.3,6.9,3.07,.69, , , 
12/05/2010,09:04:44,9.3,6.9,2.94,.63, , , 
12/05/2010,09:04:59,23,10.8,2.51,.59, , , 
12/05/2010,09:05:14,23.9,9.4,3.53,.8, , , 
12/05/2010,09:05:29,24.2,19.8,7.18,1.94, , , 
12/05/2010,09:05:44,50.8,12.6,5.1,1.22, , , 
12/05/2010,09:05:59,26.1,20,4.86,1.35, , , 
12/05/2010,09:06:14,25.7,7.7,3.18,.81, , , 
12/05/2010,09:06:29,20.1,13.9,4.2,1.04, , , 
12/05/2010,09:06:44,11.7,10.2,4.33,1.12, , , 
12/05/2010,09:06:59,18.3,12.6,3.87,.89, , , 
12/05/2010,09:07:14,28.3,18.1,3.6,.89, , , 
12/05/2010,09:07:29,13.7,9.4,2.82,.69, , , 
12/05/2010,09:07:44,14.9,12,2.95,.65, , , 
12/05/2010,09:07:59,41.3,18.6,4.8,1.3, , , 
12/05/2010,09:08:14,28.6,13.3,4.59,1.09, , , 
12/05/2010,09:08:29,9,6.7,2.86,.56, , , 
12/05/2010,09:08:44,20.1,12.4,2.72,.47, , , 
12/05/2010,09:08:59,7.7,6.4,2.12,.5, , , 
12/05/2010,09:09:14,18.9,8.9,2.48,.48, , , 
12/05/2010,09:09:29,9.9,8.5,2.52,.57, , , 
12/05/2010,09:09:44,11.7,9.9,2.3,.4, , , 
12/05/2010,09:09:59,7.8,6.6,2.4,.46, , , 
12/05/2010,09:10:14,17.1,11.6,2.54,.42, , , 
12/05/2010,09:10:29,17,12.7,2.3,.5, , , 
12/05/2010,09:10:44,50.4,26.7,2.61,.53, , , 
12/05/2010,09:10:59,16.7,12.4,2.27,.42, , , 
12/05/2010,09:11:14,13.1,8.9,2.35,.38, , , 
12/05/2010,09:11:29,18.3,12.7,2.11,.38, , , 
12/05/2010,09:11:44,19.3,12.2,2.03,.37, , , 
12/05/2010,09:11:59,21.6,7.3,2.11,.57, , , 
12/05/2010,09:12:14,8.5,7.2,2.51,.52, , , 
12/05/2010,09:12:29,14.2,10.3,2.76,.58, , , 
12/05/2010,09:12:44,21.9,7.6,2.79,.54, , , 
12/05/2010,09:12:59,9.7,7.7,2.63,.41, , , 
12/05/2010,09:13:14,5.5,5,2.33,.59, , , 
12/05/2010,09:13:29,5.7,5,2.35,.46, , , 
12/05/2010,09:13:44,23.6,6.9,2.6,.53, , , 
12/05/2010,09:13:59,15.9,9,2.49,.51, , , 
12/05/2010,09:14:14,29.2,11.1,2.37,.48, , , 
12/05/2010,09:14:29,29.7,13.6,3.24,.74, , , 
12/05/2010,09:14:44,14.3,10.4,3.04,.86, , , 
12/05/2010,09:14:59,23.5,13.2,2.58,.5, , , 
12/05/2010,09:15:14,6,5.6,2.49,.45, , , 
12/05/2010,09:15:29,13.6,9.9,2.71,.52, , , 
12/05/2010,09:15:44,103.2,21.6,3.47,.71, , , 
12/05/2010,09:15:59,64,15.5,2.9,.6, , , 
12/05/2010,09:16:14,13.6,9.6,2.19,.47, , , 
12/05/2010,09:16:29,14.2,8.9,2.25,.5, , , 
12/05/2010,09:16:44,18.5,10.6,2.07,.45, , , 
12/05/2010,09:16:59,5.4,5,1.95,.46, , , 
12/05/2010,09:17:14,16.5,12.3,2.73,.44, , , 
12/05/2010,09:17:29,44.5,25,3.18,.57, , , 
12/05/2010,09:17:44,28,12.2,2.75,.5, , , 
12/05/2010,09:17:59,20,11.5,2.48,.47, , , 
12/05/2010,09:18:14,22.9,10.9,2.55,.56, , , 
12/05/2010,09:18:29,8.4,7.4,2.92,.64, , , 
12/05/2010,09:18:44,16.9,10.3,2.44,.67, , , 
12/05/2010,09:18:59,18,12.7,4.44,.87, , , 
12/05/2010,09:19:14,35.6,9.1,2.9,.54, , , 
12/05/2010,09:19:29,42.7,11.9,2.44,.6, , , 
12/05/2010,09:19:44,31.8,11.2,2.59,.47, , , 
12/05/2010,09:19:59,43.8,11.4,2.76,.53, , , 
12/05/2010,09:20:14,63.8,15.5,2.51,.49, , , 
12/05/2010,09:20:29,13.5,10.1,2.83,.69, , , 
12/05/2010,09:20:44,88.6,25.4,4.72,1.05, , , 
12/05/2010,09:20:59,25,5.1,2.03,.46, , , 
12/05/2010,09:21:14,15,10.4,2.3,.41, , , 
12/05/2010,09:21:29,31.6,13.8,2.96,.53, , , 
12/05/2010,09:21:44,58.9,14.1,2.9,.56, , , 
12/05/2010,09:21:59,24.9,15.9,3.04,.71, , , 
12/05/2010,09:22:14,79.2,36.1,4.85,1.32, , , 
12/05/2010,09:22:29,71.8,27.9,3.87,1.06, , , 
12/05/2010,09:22:44,46,21,3.76,1.03, , , 
12/05/2010,09:22:59,51.6,23.4,4.72,1.15, , , 
12/05/2010,09:23:14,33.8,15.2,3.9,1.07, , , 
12/05/2010,09:23:29,45.2,20.5,4.34,1.06, , , 
12/05/2010,09:23:44,57.4,22.2,4.6,1.06, , , 
12/05/2010,09:23:59,39.2,19.3,3.71,.92, , , 
12/05/2010,09:24:14,57.8,19.1,4.09,.87, , , 
12/05/2010,09:24:29,134.5,25.3,4.38,1.01, , , 
12/05/2010,09:24:44,27,11.3,3.78,.87, , , 
12/05/2010,09:24:59,82.1,25.5,7.55,1.69, , , 
12/05/2010,09:25:14,37.8,22.8,4.11,.85, , , 
12/05/2010,09:25:29,60.6,14.1,2.89,.57, , , 
12/05/2010,09:25:44,9.9,8.8,3.21,.7, , , 
12/05/2010,09:25:59,52.8,10.3,2.89,.64, , , 
12/05/2010,09:26:14,53.7,16.2,3.26,.66, , , 
12/05/2010,09:26:29,28,21.4,7.21,1.66, , , 
12/05/2010,09:26:44,23,17.5,5.04,1.16, , , 
12/05/2010,09:26:59,35.6,25.6,10.29,2.85, , , 
12/05/2010,09:27:14,14.1,12.4,4.62,1.22, , , 
12/05/2010,09:27:29,79.5,26.6,5.52,1.49, , , 
12/05/2010,09:27:44,37.8,25.3,8.4,2.59, , , 
12/05/2010,09:27:59,22.5,16.6,6.65,1.97, , , 
12/05/2010,09:28:14,12.1,9.9,2.74,.73, , , 
12/05/2010,09:28:29,30.1,12.7,2.93,.66, , , 
12/05/2010,09:28:44,54.9,26.1,4.12,.76, , , 
12/05/2010,09:28:59,56.2,21.8,4.47,1.07, , , 
12/05/2010,09:29:14,55.4,18,3.75,.95, , , 
12/05/2010,09:29:29,120.9,18.7,3.86,.9, , , 
12/05/2010,09:29:44,223.5,38.1,4.36,1.03, , , 
12/05/2010,09:29:59,135.8,21.1,3.67,.78, , , 
12/05/2010,09:30:14,26.1,9.8,2.31,.73, , , 
12/05/2010,09:30:29,81.6,17.1,3.12,.75, , , 
12/05/2010,09:30:44,36.4,16.6,3.01,.7, , , 
12/05/2010,09:30:59,36.5,16.2,2.99,.71, , , 
12/05/2010,09:31:14,92.5,14.1,2.91,.63, , , 
12/05/2010,09:31:29,47.5,15.4,2.78,.71, , , 
12/05/2010,09:31:44,50.6,16.7,3.54,.74, , , 
12/05/2010,09:31:59,65.2,10.6,3.12,.71, , , 
12/05/2010,09:32:14,21.3,13,3.23,.74, , , 
12/05/2010,09:32:29,37.2,15,2.96,.68, , , 
12/05/2010,09:32:44,9,8.2,2.75,.62, , , 
12/05/2010,09:32:59,27.8,11.7,3.01,.7, , , 
12/05/2010,09:33:14,21.8,14.3,2.71,.69, , , 
12/05/2010,09:33:29,26.8,16,2.67,.77, , , 
12/05/2010,09:33:44,70,11.9,2.92,.64, , , 
12/05/2010,09:33:59,22.7,15.5,2.95,.66, , , 
12/05/2010,09:34:14,58.6,12.9,2.95,.6, , , 
12/05/2010,09:34:29,77.9,21.2,2.9,.85, , , 
12/05/2010,09:34:44,53.9,18,3.28,.77, , , 
12/05/2010,09:34:59,44,16.5,3.19,.75, , , 
12/05/2010,09:35:14,34.5,9.7,2.81,.65, , , 
12/05/2010,09:35:29,25.3,18.9,2.87,.65, , , 
12/05/2010,09:35:44,20.8,8.6,3.21,.68, , , 
12/05/2010,09:35:59,29.5,12.8,2.65,.6, , , 
12/05/2010,09:36:14,45,14.3,2.79,.58, , , 
12/05/2010,09:36:29,38.7,15.2,3.04,.72, , , 
12/05/2010,09:36:44,40.4,18.7,3.02,.62, , , 
12/05/2010,09:36:59,48.9,11.1,2.7,.62, , , 
12/05/2010,09:37:14,21.7,13.7,2.98,.73, , , 
12/05/2010,09:37:29,46.5,14,2.87,.74, , , 
12/05/2010,09:37:44,18.1,14.6,3.21,.66, , , 
12/05/2010,09:37:59,26.6,10.2,3.15,.65, , , 
12/05/2010,09:38:14,28.6,8.5,2.77,.65, , , 
12/05/2010,09:38:29,7.9,7.4,2.45,.59, , , 
12/05/2010,09:38:44,33.5,6.3,2.82,.69, , , 
12/05/2010,09:38:59,48.6,13,2.38,.52, , , 
12/05/2010,09:39:14,27.4,19,2.83,.74, , , 
12/05/2010,09:39:29,23.4,12.9,2.78,.71, , , 
12/05/2010,09:39:44,34.9,16.5,3.31,.77, , , 
12/05/2010,09:39:59,13,10.7,2.98,.74, , , 
12/05/2010,09:40:14,15.7,10.6,2.94,.68, , , 
12/05/2010,09:40:29,15.4,9.4,2.95,.76, , , 
12/05/2010,09:40:44,49.5,14.4,3.03,.68, , , 
12/05/2010,09:40:59,49.6,13.6,3.18,.67, , , 
12/05/2010,09:41:14,56.3,14.1,2.87,.65, , , 
12/05/2010,09:41:29,45,10.7,2.45,.6, , , 
12/05/2010,09:41:44,25.4,17.4,2.81,.64, , , 
12/05/2010,09:41:59,11.1,9.6,2.62,.69, , , 
12/05/2010,09:42:14,21.3,12.2,2.87,.68, , , 
12/05/2010,09:42:29,36.8,9,2.21,.69, , , 
12/05/2010,09:42:44,43.3,12.9,3.07,.61, , , 
12/05/2010,09:42:59,21.2,12.8,2.79,.69, , , 
12/05/2010,09:43:14,16.6,12.6,2.87,.64, , , 
12/05/2010,09:43:29,13,9.9,2.53,.7, , , 
12/05/2010,09:43:44,16.5,13.4,3.13,.65, , , 
12/05/2010,09:43:59,21.8,7.6,2.99,.58, , , 
12/05/2010,09:44:14,23.6,9.5,3.43,.63, , , 
12/05/2010,09:44:29,30.5,11.9,2.73,.61, , , 
12/05/2010,09:44:44,77.1,10.5,2.95,.71, , , 
12/05/2010,09:44:59,31.7,13.6,2.76,.67, , , 
12/05/2010,09:45:14,42.7,11.3,2.26,.62, , , 
12/05/2010,09:45:29,32.8,11.1,2.95,.64, , , 
12/05/2010,09:45:44,29,19.6,2.26,.55, , , 
12/05/2010,09:45:59,16.9,12.9,2.7,.65, , , 
12/05/2010,09:46:14,16.8,10.6,2.55,.57, , , 
12/05/2010,09:46:29,11.3,9.8,2.9,.66, , , 
12/05/2010,09:46:44,11.2,9.1,2.84,.64, , , 
12/05/2010,09:46:59,26.5,11,2.97,.69, , , 
12/05/2010,09:47:14,10.1,8.9,2.99,.64, , , 
12/05/2010,09:47:29,16.1,12.5,3.19,.79, , , 
12/05/2010,09:47:44,68.9,13,2.87,.71, , , 
12/05/2010,09:47:59,25.8,10.5,2.94,.63, , , 
12/05/2010,09:48:14,32.6,12.9,2.96,.64, , , 
12/05/2010,09:48:29,39.4,9.8,2.71,.81, , , 
12/05/2010,09:48:44,20.9,13.6,2.89,.51, , , 
12/05/2010,09:48:59,40.8,18.1,3.05,.69, , , 
12/05/2010,09:49:14,20.4,16.3,3.23,.63, , , 
12/05/2010,09:49:29,22.6,13.8,2.57,.66, , , 
12/05/2010,09:49:44,50.1,20.3,2.51,.58, , , 
12/05/2010,09:49:59,46.7,17.8,2.95,.6, , , 
12/05/2010,09:50:14,28.6,14.6,2.75,.65, , , 
12/05/2010,09:50:29,28.9,19.4,3.07,.61, , , 
12/05/2010,09:50:44,42.4,20.8,2.84,.53, , , 
12/05/2010,09:50:59,36.4,18,2.62,.64, , , 
12/05/2010,09:51:14,51.7,16.3,2.85,.69, , , 
12/05/2010,09:51:29,49.5,15.6,2.82,.58, , , 
12/05/2010,09:51:44,29.7,10.4,2.7,.68, , , 
12/05/2010,09:51:59,28.4,11.2,3.1,.63, , , 
12/05/2010,09:52:14,33.8,15.4,2.83,.61, , , 
12/05/2010,09:52:29,36.5,9,3,.66, , , 
12/05/2010,09:52:44,30.2,12.7,2.58,.62, , , 
12/05/2010,09:52:59,58.9,19.1,2.44,.62, , , 
12/05/2010,09:53:14,25.4,17.4,2.87,.7, , , 
12/05/2010,09:53:29,31.8,19.1,2.7,.73, , , 
12/05/2010,09:53:44,46.1,17.7,3.09,.6, , , 
12/05/2010,09:53:59,24.2,14.6,2.55,.65, , , 
12/05/2010,09:54:14,33.3,14.9,2.96,.64, , , 
12/05/2010,09:54:29,22.1,15.8,2.83,.66, , , 
12/05/2010,09:54:44,12.5,9.7,2.5,.62, , , 
12/05/2010,09:54:59,16.2,11.6,2.82,.68, , , 
12/05/2010,09:55:14,30.2,13.3,3.2,.64, , , 
12/05/2010,09:55:29,9.3,8.3,2.97,.7, , , 
12/05/2010,09:55:44,42.2,12.5,2.8,.67, , , 
12/05/2010,09:55:59,66.2,16.1,3.06,.6, , , 
12/05/2010,09:56:14,18.6,15,3.5,.67, , , 
12/05/2010,09:56:29,36.2,15.3,2.81,.66, , , 
12/05/2010,09:56:44,43.9,21.2,3.01,.66, , , 
12/05/2010,09:56:59,27.7,11.9,2.79,.6, , , 
12/05/2010,09:57:14,22.8,16,2.84,.62, , , 
12/05/2010,09:57:29,54.3,10.6,2.87,.59, , , 
12/05/2010,09:57:44,18.7,9.1,2.46,.55, , , 
12/05/2010,09:57:59,50,15.5,3,.58, , , 
12/05/2010,09:58:14,31.1,13.5,2.44,.64, , , 
12/05/2010,09:58:29,23.4,13.2,2.46,.62, , , 
12/05/2010,09:58:44,34.9,10.8,2.87,.7, , , 
12/05/2010,09:58:59,34.1,7.4,2.49,.57, , , 
12/05/2010,09:59:14,38.4,13,3.01,.65, , , 
12/05/2010,09:59:29,61.3,15.4,3.35,.62, , , 
12/05/2010,09:59:44,34.8,13.7,3.03,.71, , , 
12/05/2010,09:59:59,22.8,9.2,2.84,.64, , , 
12/05/2010,10:00:14,14.3,11.9,3.09,.68, , , 
12/05/2010,10:00:29,14.1,11.2,2.71,.65, , , 
12/05/2010,10:00:44,20,11.4,2.67,.62, , , 
12/05/2010,10:00:59,11.7,10.5,2.9,.63, , , 
12/05/2010,10:01:14,15,9.8,2.78,.61, , , 
12/05/2010,10:01:29,23.4,9.4,2.7,.65, , , 
12/05/2010,10:01:44,14.5,12,3.01,.69, , , 
12/05/2010,10:01:59,64.8,13.6,2.62,.63, , , 
12/05/2010,10:02:14,34.7,13.5,2.57,.48, , , 
12/05/2010,10:02:29,30.5,13.9,3.01,.63, , , 
12/05/2010,10:02:44,87.2,9.9,2.82,.6, , , 
12/05/2010,10:02:59,84.9,14.7,3.21,.61, , , 
12/05/2010,10:03:14,31.8,14.7,2.99,.63, , , 
12/05/2010,10:03:29,71.9,19.2,3.16,.76, , , 
12/05/2010,10:03:44,65.2,23.6,3.19,.72, , , 
12/05/2010,10:03:59,44,13.6,3.34,.67, , , 
12/05/2010,10:04:14,81.8,20.1,2.67,.5, , , 
12/05/2010,10:04:29,57.9,21.5,2.91,.61, , , 
12/05/2010,10:04:44,40.9,19.6,2.38,.6, , , 
12/05/2010,10:04:59,21.2,13.9,3.09,.71, , , 
12/05/2010,10:05:14,35.5,9.6,3.06,.66, , , 
12/05/2010,10:05:29,36.1,15.4,3.48,.75, , , 
12/05/2010,10:05:44,52.4,10.3,3.06,.64, , , 
12/05/2010,10:05:59,45.7,15.7,2.67,.67, , , 
12/05/2010,10:06:14,50.8,14.7,2.99,.59, , , 
12/05/2010,10:06:29,47.5,16,3.21,.63, , , 
12/05/2010,10:06:44,26.6,11,2.94,.62, , , 
12/05/2010,10:06:59,52.1,17.3,3.12,.59, , , 
12/05/2010,10:07:14,46.5,14.4,3,.68, , , 
12/05/2010,10:07:29,86,17.9,3.32,.67, , , 
12/05/2010,10:07:44,41,17.8,3.2,.65, , , 
12/05/2010,10:07:59,42.8,13,2.88,.66, , , 
12/05/2010,10:08:14,25.4,10.7,2.83,.55, , , 
12/05/2010,10:08:29,35.3,19.3,2.81,.6, , , 
12/05/2010,10:08:44,26.5,13.1,2.68,.56, , , 
12/05/2010,10:08:59,49,17.4,2.89,.65, , , 
12/05/2010,10:09:14,34.3,13.8,2.48,.57, , , 
12/05/2010,10:09:29,48.5,12.4,2.76,.61, , , 
12/05/2010,10:09:44,28.7,14.3,2.72,.62, , , 
12/05/2010,10:09:59,47.6,13.3,2.5,.51, , , 
12/05/2010,10:10:14,51.7,12.7,2.62,.55, , , 
12/05/2010,10:10:29,46,12,2.93,.62, , , 
12/05/2010,10:10:44,11.8,10.3,2.78,.59, , , 
12/05/2010,10:10:59,34.1,19.6,2.46,.51, , , 
12/05/2010,10:11:14,16.4,12.7,2.78,.56, , , 
12/05/2010,10:11:29,52.3,18.1,2.71,.63, , , 
12/05/2010,10:11:44,30.3,12.3,2.85,.67, , , 
12/05/2010,10:11:59,13.4,10.8,2.83,.62, , , 
12/05/2010,10:12:14,40.2,15.8,2.72,.67, , , 
12/05/2010,10:12:29,17.6,13.7,2.56,.59, , , 
12/05/2010,10:12:44,26.7,10.7,2.79,.69, , , 
12/05/2010,10:12:59,23.3,8.7,2.45,.62, , , 
12/05/2010,10:13:14,33.9,14.8,2.56,.57, , , 
12/05/2010,10:13:29,38.2,13.1,2.54,.49, , , 
12/05/2010,10:13:44,11.8,10.4,2.79,.66, , , 
12/05/2010,10:13:59,29.2,13.2,2.56,.57, , , 
12/05/2010,10:14:14,34.7,14.2,2.42,.6, , , 
12/05/2010,10:14:29,28.4,14.5,2.57,.54, , , 
12/05/2010,10:14:44,30.6,13.7,3.4,.51, , , 
12/05/2010,10:14:59,31.1,12.8,2.66,.6, , , 
12/05/2010,10:15:14,21.2,9.2,2.85,.64, , , 
12/05/2010,10:15:29,38.3,14.3,2.79,.7, , , 
12/05/2010,10:15:44,23.4,9.1,3.14,.62, , , 
12/05/2010,10:15:59,34.2,7,2.55,.62, , , 
12/05/2010,10:16:14,48.4,20,2.58,.5, , , 
12/05/2010,10:16:29,34.6,11.5,2.6,.75, , , 
12/05/2010,10:16:44,15.2,11.5,2.74,.65, , , 
12/05/2010,10:16:59,42.1,14.2,2.36,.6, , , 
12/05/2010,10:17:14,31.9,12.8,2.52,.68, , , 
12/05/2010,10:17:29,10.2,9.1,2.64,.54, , , 
12/05/2010,10:17:44,48.6,11.6,2.81,.58, , , 
12/05/2010,10:17:59,10.6,8.7,2.66,.65, , , 
12/05/2010,10:18:14,21.9,10.5,2.79,.69, , , 
12/05/2010,10:18:29,12.5,10.5,2.52,.57, , , 
12/05/2010,10:18:44,17.7,13.7,2.77,.54, , , 
12/05/2010,10:18:59,34.1,13.2,2.79,.58, , , 
12/05/2010,10:19:14,22.2,14.7,2.9,.64, , , 
12/05/2010,10:19:29,11.8,10,3.02,.62, , , 
12/05/2010,10:19:44,8.7,7.5,2.27,.61, , , 
12/05/2010,10:19:59,26.5,10.6,2.23,.54, , , 
12/05/2010,10:20:14,20.7,6.9,2.28,.54, , , 
12/05/2010,10:20:29,12.5,9.8,2.38,.63, , , 
12/05/2010,10:20:44,18.7,12,2.33,.51, , , 
12/05/2010,10:20:59,27,12.6,2.47,.63, , , 
12/05/2010,10:21:14,30,6.2,2.85,.72, , , 
12/05/2010,10:21:29,14.2,10.5,2.73,.57, , , 
12/05/2010,10:21:44,24.8,9.7,2.39,.59, , , 
12/05/2010,10:21:59,13.8,9.9,2.75,.56, , , 
12/05/2010,10:22:14,8,7.1,2.17,.61, , , 
12/05/2010,10:22:29,13.5,9.6,2.35,.57, , , 
12/05/2010,10:22:44,33.2,12.6,2.56,.59, , , 
12/05/2010,10:22:59,47.7,7.4,2.61,.6, , , 
12/05/2010,10:23:14,15.3,10.3,2.54,.48, , , 
12/05/2010,10:23:29,78.7,17.4,2.04,.57, , , 
12/05/2010,10:23:44,24.9,8.7,2.27,.53, , , 
12/05/2010,10:23:59,59.8,12.8,2.29,.58, , , 
12/05/2010,10:24:14,24.9,8.3,2.89,.68, , , 
12/05/2010,10:24:29,11.7,9.3,1.99,.47, , , 
12/05/2010,10:24:44,27.7,16,2.5,.52, , , 
12/05/2010,10:24:59,35.4,13.6,2.5,.58, , , 
12/05/2010,10:25:14,35,12.9,2.46,.54, , , 
12/05/2010,10:25:29,46.2,14.6,2.19,.52, , , 
12/05/2010,10:25:44,15.3,8.7,2.69,.66, , , 
12/05/2010,10:25:59,34.3,11.5,2.47,.59, , , 
12/05/2010,10:26:14,11.6,8.6,2.57,.54, , , 
12/05/2010,10:26:29,27,11.3,2.55,.56, , , 
